Country,Afghanistan,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia,Zimbabwe,Albania,Algeria,Andorra,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Herzegovina,Brazil,Brunei,Bulgaria,Faso,Burma,Burundi,Verde,Cambodia,Cameroon,Canada,Republic,Chad,Chile,China,Colombia,Comoros,Rica,Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Princess,Djibouti,Republic,Ecuador,Egypt,Salvador,Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Guinea,Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,South,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Nepal,Netherlands,Zealand,Nicaragua,Niger,Nigeria,Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Marino,Principe,Arabia,Senegal,Serbia,Leone,Singapore,Slovakia,Slovenia,Somalia,Africa,Sudan,Spain,Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Togo,Tobago,Tunisia,Turkey,US,Uganda,Ukraine,Emirates,Kingdom,Uruguay,Uzbekistan,Venezuela,Vietnam,Gaza,World,Yemen,Zambia
2020/6/9,20917,1263,10265,852,,23620,13325,7267,16968,7876,103,15417,68504,49453,59348,288,13949,2704,707412,141,2810,890,244,,567,126,8060,97779,1850,839,138846,84638,40847,141,1342,3881,2247,2200,970,9697,12162,712,4278,20126,43378,35444,3104,1306,,1940,340,2156,7001,191313,3101,812,186109,9910,176,3049,7502,4216,1389,154,3538,6450,4014,1807,265928,32033,173832,13481,25207,18032,235278,599,17060,831,12859,2872,11852,1263,32510,2032,1088,1350,370,332,1720,4040,1094,443,8329,1916,1547,630,1104,337,120102,9807,194,324,8302,433,3762,47945,1504,1118,973,12801,3152,8561,17486,108317,16854,1145,199696,22474,27160,34885,70158,20604,476043,451,687,513,105283,4427,11896,1001,38296,1530,1485,2368,50879,1604,241717,1857,6242,128,45133,30972,144,4609,509,3119,497,117,1087,171121,1961781,646,28077,39376,288658,845,4440,2473,332,473,7119355,496,1200,287,1263,10265,852,,23620,13325,7267,16968,7876,103,15417,68504,49453,59348,288,13949,2704,707412,141,2810,890,244,,567,126,8060,97779,1850,839,138846,84638,40847,141,1342,3881,2247,2200,970,9697,12162,712,4278,20126,43378,35444,3104,1306,,1940,340,2156,7001,191313,3101,812,186109,9910,176,3049,7502,4216,1389,154,3538,6450,4014,1807,265928,32033,173832,13481,25207,18032,235278,599,17060,831,12859,2872,11852,1263,32510,2032,1088,1350,370,332,1720,4040,1094,443,8329,1916,1547,630,1104,337,120102,9807,194,324,8302,433,3762,47945,1504,1118,973,12801,3152,8561,17486,108317,16854,1145,199696,22474,27160,34885,70158,20604,476043,451,687,513,105283,4427,11896,1001,38296,1530,1485,2368,50879,1604,241717,1857,6242,128,45133,30972,144,4609,509,3119,497,117,1087,171121,1961781,646,28077,39376,288658,845,4440,2473,332,473,7119355,496,1200
2020/6/10,21459,1299,10382,852,,24761,13675,7274,16979,8191,103,15731,71675,50265,59437,305,14644,2728,739503,141,2889,891,246,,585,126,8312,98241,1850,844,142759,84641,40847,141,1375,3995,2247,2205,972,9751,12201,712,4331,20415,43917,36829,3191,1306,,1947,371,2336,7025,191523,3247,818,186506,10201,176,3058,7866,4258,1389,156,3662,6935,4017,1807,276146,33076,175927,14268,25215,18180,235561,605,17111,845,13074,2989,11902,1263,33140,2055,1089,1368,383,359,1727,4046,1138,455,8336,1942,1586,632,1162,337,124301,10025,194,324,8437,453,4086,48109,1504,1464,974,13464,3239,8576,18198,113702,17233,1187,203736,22992,27560,35306,71879,20749,484630,463,688,514,108571,4516,11965,1025,38514,1531,1486,2416,52991,1604,241966,1859,6427,137,45924,30988,146,4690,509,3121,501,117,1087,172114,1979868,657,28479,39904,290405,846,4520,2632,332,481,7242692,524,1200,314,1299,10382,852,,24761,13675,7274,16979,8191,103,15731,71675,50265,59437,305,14644,2728,739503,141,2889,891,246,,585,126,8312,98241,1850,844,142759,84641,40847,141,1375,3995,2247,2205,972,9751,12201,712,4331,20415,43917,36829,3191,1306,,1947,371,2336,7025,191523,3247,818,186506,10201,176,3058,7866,4258,1389,156,3662,6935,4017,1807,276146,33076,175927,14268,25215,18180,235561,605,17111,845,13074,2989,11902,1263,33140,2055,1089,1368,383,359,1727,4046,1138,455,8336,1942,1586,632,1162,337,124301,10025,194,324,8437,453,4086,48109,1504,1464,974,13464,3239,8576,18198,113702,17233,1187,203736,22992,27560,35306,71879,20749,484630,463,688,514,108571,4516,11965,1025,38514,1531,1486,2416,52991,1604,241966,1859,6427,137,45924,30988,146,4690,509,3121,501,117,1087,172114,1979868,657,28479,39904,290405,846,4520,2632,332,481,7242692,524,1200
2020/6/11,22142,1341,10484,852,113,25987,14103,7285,17005,8530,103,16200,74865,51066,59569,305,15281,2775,772416,141,2993,891,248,,615,126,8681,98720,1888,846,148456,84652,42206,162,1461,4181,2249,2211,974,9824,12216,712,4373,20808,44440,38284,3274,1306,,1958,398,2506,7040,192068,3375,827,186522,10201,176,3068,8221,4258,1389,156,3796,7360,4027,1807,286605,34316,177938,15414,25231,18355,235763,605,17146,863,13319,3094,11947,1298,33823,2093,1092,1388,397,378,1733,4049,1162,455,8338,1962,1667,635,1283,337,129184,10321,194,324,8508,472,4364,48294,1504,1464,974,13873,3364,8594,18887,119536,17889,1202,208823,23732,27842,35600,73595,20945,493023,476,691,611,112288,4640,12031,1062,38965,1533,1488,2452,55421,1604,242280,1869,6582,144,46814,31011,152,4763,509,3125,522,117,1087,173036,2000702,665,29015,40507,291412,847,4623,2738,332,485,7376333,560,1200,320,1341,10484,852,113,25987,14103,7285,17005,8530,103,16200,74865,51066,59569,305,15281,2775,772416,141,2993,891,248,,615,126,8681,98720,1888,846,148456,84652,42206,162,1461,4181,2249,2211,974,9824,12216,712,4373,20808,44440,38284,3274,1306,,1958,398,2506,7040,192068,3375,827,186522,10201,176,3068,8221,4258,1389,156,3796,7360,4027,1807,286605,34316,177938,15414,25231,18355,235763,605,17146,863,13319,3094,11947,1298,33823,2093,1092,1388,397,378,1733,4049,1162,455,8338,1962,1667,635,1283,337,129184,10321,194,324,8508,472,4364,48294,1504,1464,974,13873,3364,8594,18887,119536,17889,1202,208823,23732,27842,35600,73595,20945,493023,476,691,611,112288,4640,12031,1062,38965,1533,1488,2452,55421,1604,242280,1869,6582,144,46814,31011,152,4763,509,3125,522,117,1087,173036,2000702,665,29015,40507,291412,847,4623,2738,332,485,7376333,560,1200
2020/6/12,22890,1385,10589,852,118,27373,14669,7289,17034,8882,103,16667,78052,51816,59711,305,16165,2832,802828,141,3086,892,260,,657,126,8681,99159,1952,848,154092,84659,43810,162,1538,4404,2249,2219,975,9855,12235,712,4398,21437,44440,39726,3373,1306,,1965,449,2670,7064,192493,3463,831,186691,10358,176,3088,8561,4372,1389,158,3941,7669,4039,1807,297535,35295,180156,16675,25238,18569,236142,611,17187,890,13872,3215,12003,1326,34432,2166,1094,1402,410,393,1752,4052,1203,481,8369,1976,1722,640,1439,337,133974,10727,197,324,8537,489,4614,48458,1504,1464,974,14554,3538,8608,19954,125933,18586,1230,214788,24175,28201,35910,75071,21182,501800,494,691,632,116021,4759,12102,1085,39387,1541,1488,2513,58568,1670,242707,1877,6730,168,48288,31044,164,4834,509,3125,524,117,1087,174023,2023590,679,29706,40986,292684,847,4741,2814,332,487,7514724,591,1200,332,1385,10589,852,118,27373,14669,7289,17034,8882,103,16667,78052,51816,59711,305,16165,2832,802828,141,3086,892,260,,657,126,8681,99159,1952,848,154092,84659,43810,162,1538,4404,2249,2219,975,9855,12235,712,4398,21437,44440,39726,3373,1306,,1965,449,2670,7064,192493,3463,831,186691,10358,176,3088,8561,4372,1389,158,3941,7669,4039,1807,297535,35295,180156,16675,25238,18569,236142,611,17187,890,13872,3215,12003,1326,34432,2166,1094,1402,410,393,1752,4052,1203,481,8369,1976,1722,640,1439,337,133974,10727,197,324,8537,489,4614,48458,1504,1464,974,14554,3538,8608,19954,125933,18586,1230,214788,24175,28201,35910,75071,21182,501800,494,691,632,116021,4759,12102,1085,39387,1541,1488,2513,58568,1670,242707,1877,6730,168,48288,31044,164,4834,509,3125,524,117,1087,174023,2023590,679,29706,40986,292684,847,4741,2814,332,487,7514724,591,1200
2020/6/13,23546,1416,10698,853,130,28764,15281,7294,17064,9218,103,17269,81523,52520,59819,388,16929,2893,828810,141,3191,892,261,,697,126,8681,99595,2044,848,160846,84671,45344,163,1612,4684,2249,2233,980,9938,12299,712,4441,22008,45778,41303,3481,1306,,1970,472,2915,7073,193220,3463,843,187226,10856,176,3108,8982,4426,1460,159,3941,8132,4053,1807,308993,36406,182525,17770,25250,18795,236305,614,17250,915,13872,3305,12051,1326,34952,2166,1096,1422,421,409,1756,4055,1240,481,8402,2003,1752,645,1572,337,139196,11093,197,324,8610,509,5062,48668,1504,1464,978,15181,3701,8620,21071,125933,19211,1254,214788,24787,28577,36180,76588,21404,510761,510,694,639,119942,4851,12175,1103,39850,1542,1490,2513,61927,1670,243209,1880,6879,187,49684,31063,164,4902,509,3129,525,117,1093,175218,2048986,686,30415,41499,294226,847,4869,2879,333,489,7644260,632,1321,343,1416,10698,853,130,28764,15281,7294,17064,9218,103,17269,81523,52520,59819,388,16929,2893,828810,141,3191,892,261,,697,126,8681,99595,2044,848,160846,84671,45344,163,1612,4684,2249,2233,980,9938,12299,712,4441,22008,45778,41303,3481,1306,,1970,472,2915,7073,193220,3463,843,187226,10856,176,3108,8982,4426,1460,159,3941,8132,4053,1807,308993,36406,182525,17770,25250,18795,236305,614,17250,915,13872,3305,12051,1326,34952,2166,1096,1422,421,409,1756,4055,1240,481,8402,2003,1752,645,1572,337,139196,11093,197,324,8610,509,5062,48668,1504,1464,978,15181,3701,8620,21071,125933,19211,1254,214788,24787,28577,36180,76588,21404,510761,510,694,639,119942,4851,12175,1103,39850,1542,1490,2513,61927,1670,243209,1880,6879,187,49684,31063,164,4902,509,3129,525,117,1093,175218,2048986,686,30415,41499,294226,847,4869,2879,333,489,7644260,632,1321
2020/6/14,24102,1464,10810,853,138,30295,16004,7320,17078,9570,103,17713,84379,53241,59918,412,17842,2893,850514,141,3266,892,261,,726,128,8681,100043,2057,848,167355,84729,46994,176,1662,4848,2251,2238,980,9991,12339,712,4449,22572,46356,42980,3603,1306,,1973,486,3166,7087,193746,3463,851,187267,11118,176,3112,9491,4484,1460,159,4165,8455,4064,1808,320922,37420,184955,18950,25295,18972,236651,615,17293,953,14238,3457,12085,1437,35466,2207,1097,1442,446,418,1763,4063,1252,529,8445,2013,1776,646,1682,337,142690,11459,197,324,8692,553,5335,48847,1504,1464,980,15682,3895,8628,22077,132405,20059,1261,220749,25392,29017,36463,78416,21679,519458,541,694,659,123308,4996,12251,1132,40197,1545,1492,2579,65736,1693,243605,1884,7007,196,50931,31094,170,4971,509,3134,530,117,1094,176677,2074526,694,31177,41990,295652,847,4966,2904,334,489,7778881,705,1357,356,1464,10810,853,138,30295,16004,7320,17078,9570,103,17713,84379,53241,59918,412,17842,2893,850514,141,3266,892,261,,726,128,8681,100043,2057,848,167355,84729,46994,176,1662,4848,2251,2238,980,9991,12339,712,4449,22572,46356,42980,3603,1306,,1973,486,3166,7087,193746,3463,851,187267,11118,176,3112,9491,4484,1460,159,4165,8455,4064,1808,320922,37420,184955,18950,25295,18972,236651,615,17293,953,14238,3457,12085,1437,35466,2207,1097,1442,446,418,1763,4063,1252,529,8445,2013,1776,646,1682,337,142690,11459,197,324,8692,553,5335,48847,1504,1464,980,15682,3895,8628,22077,132405,20059,1261,220749,25392,29017,36463,78416,21679,519458,541,694,659,123308,4996,12251,1132,40197,1545,1492,2579,65736,1693,243605,1884,7007,196,50931,31094,170,4971,509,3134,530,117,1094,176677,2074526,694,31177,41990,295652,847,4966,2904,334,489,7778881,705,1357
2020/6/15,24766,1521,10919,853,140,31577,16667,7335,17109,9957,103,18227,87520,53973,60029,442,18459,2893,867624,141,3290,894,261,,750,128,8681,100404,2057,850,174293,84778,48896,176,1715,5084,2252,2248,983,10024,12393,712,4465,22962,46751,44598,3720,1306,,1973,490,3345,7104,194153,3463,864,187518,11964,176,3121,9845,4532,1460,159,4165,8858,4069,1810,332424,38277,187427,20209,25303,19055,236989,617,17369,961,14496,3594,12121,1437,35920,2285,1097,1446,458,454,1768,4070,1272,547,8453,2035,1809,649,1783,337,146837,11740,197,325,8793,583,5760,48990,1504,1464,980,16085,4057,8631,23481,144478,21418,1289,229736,25930,29392,36690,79602,21999,528267,582,694,661,127541,5090,12310,1169,40604,1548,1495,2618,70038,1693,243928,1889,7220,208,51614,31117,177,5035,509,3135,530,123,1096,178239,2094058,696,31851,42294,297166,848,5080,2978,334,492,7912426,728,1358,383,1521,10919,853,140,31577,16667,7335,17109,9957,103,18227,87520,53973,60029,442,18459,2893,867624,141,3290,894,261,,750,128,8681,100404,2057,850,174293,84778,48896,176,1715,5084,2252,2248,983,10024,12393,712,4465,22962,46751,44598,3720,1306,,1973,490,3345,7104,194153,3463,864,187518,11964,176,3121,9845,4532,1460,159,4165,8858,4069,1810,332424,38277,187427,20209,25303,19055,236989,617,17369,961,14496,3594,12121,1437,35920,2285,1097,1446,458,454,1768,4070,1272,547,8453,2035,1809,649,1783,337,146837,11740,197,325,8793,583,5760,48990,1504,1464,980,16085,4057,8631,23481,144478,21418,1289,229736,25930,29392,36690,79602,21999,528267,582,694,661,127541,5090,12310,1169,40604,1548,1495,2618,70038,1693,243928,1889,7220,208,51614,31117,177,5035,509,3135,530,123,1096,178239,2094058,696,31851,42294,297166,848,5080,2978,334,492,7912426,728,1358
2020/6/16,25527,1590,11031,853,142,32785,17064,7347,17135,10324,103,19013,90619,54680,60100,483,19073,3040,888271,141,3341,894,262,,760,128,9864,100763,2222,850,179436,84823,53168,176,1744,5439,2254,2262,985,10064,12417,712,4501,23271,47322,46289,3826,1306,109,1974,506,3521,7108,194305,4033,879,187682,11964,176,3134,10272,4572,1492,159,4441,9178,4076,1810,343091,39294,189876,21315,25321,19237,237290,621,17439,979,15192,3727,12155,1486,36431,2472,1097,1464,498,467,1773,4072,1290,555,8494,2065,1860,650,1887,337,150264,11879,197,326,8885,609,6211,49155,1506,1464,980,16658,4157,8647,24524,148921,21422,1296,232992,26420,29788,37036,80876,22165,536484,612,694,662,132048,5173,12367,1176,40818,1552,1496,2642,73533,1693,244109,1905,7435,229,52383,31131,177,5097,509,3135,531,123,1110,179831,2114026,705,32536,42636,298139,848,5263,3062,334,505,8034461,844,1382,387,1590,11031,853,142,32785,17064,7347,17135,10324,103,19013,90619,54680,60100,483,19073,3040,888271,141,3341,894,262,,760,128,9864,100763,2222,850,179436,84823,53168,176,1744,5439,2254,2262,985,10064,12417,712,4501,23271,47322,46289,3826,1306,109,1974,506,3521,7108,194305,4033,879,187682,11964,176,3134,10272,4572,1492,159,4441,9178,4076,1810,343091,39294,189876,21315,25321,19237,237290,621,17439,979,15192,3727,12155,1486,36431,2472,1097,1464,498,467,1773,4072,1290,555,8494,2065,1860,650,1887,337,150264,11879,197,326,8885,609,6211,49155,1506,1464,980,16658,4157,8647,24524,148921,21422,1296,232992,26420,29788,37036,80876,22165,536484,612,694,662,132048,5173,12367,1176,40818,1552,1496,2642,73533,1693,244109,1905,7435,229,52383,31131,177,5097,509,3135,531,123,1110,179831,2114026,705,32536,42636,298139,848,5263,3062,334,505,8034461,844,1382
2020/6/17,26310,1672,11147,854,148,34159,17489,7370,17189,10662,104,19553,94481,55369,60155,532,19883,3085,923189,141,3453,895,262,104,781,128,9864,101087,2410,853,184449,84867,53211,197,1796,5679,2255,2273,985,10111,12450,712,4539,23686,47943,47856,3941,1664,121,1975,520,3630,7112,194347,4114,879,188252,12193,176,3148,10706,4639,1492,171,4547,9656,4077,1812,354065,40400,192439,22700,25334,19495,237500,621,17484,981,15542,3860,12198,1486,36958,2562,1098,1473,509,484,1776,4075,1317,564,8505,2094,1885,656,2057,337,154863,12254,197,326,8931,638,6591,49295,1506,1823,1016,17148,4299,8660,25269,154760,21962,1303,237156,26781,30195,37336,82077,22415,544725,636,694,671,136315,5247,12426,1225,40969,1552,1499,2658,76334,1776,244328,1915,7740,236,53323,31154,177,5160,509,3135,537,123,1125,181298,2137731,724,33209,42982,299424,849,5493,3150,334,514,8173940,885,1405,391,1672,11147,854,148,34159,17489,7370,17189,10662,104,19553,94481,55369,60155,532,19883,3085,923189,141,3453,895,262,104,781,128,9864,101087,2410,853,184449,84867,53211,197,1796,5679,2255,2273,985,10111,12450,712,4539,23686,47943,47856,3941,1664,121,1975,520,3630,7112,194347,4114,879,188252,12193,176,3148,10706,4639,1492,171,4547,9656,4077,1812,354065,40400,192439,22700,25334,19495,237500,621,17484,981,15542,3860,12198,1486,36958,2562,1098,1473,509,484,1776,4075,1317,564,8505,2094,1885,656,2057,337,154863,12254,197,326,8931,638,6591,49295,1506,1823,1016,17148,4299,8660,25269,154760,21962,1303,237156,26781,30195,37336,82077,22415,544725,636,694,671,136315,5247,12426,1225,40969,1552,1499,2658,76334,1776,244328,1915,7740,236,53323,31154,177,5160,509,3135,537,123,1125,181298,2137731,724,33209,42982,299424,849,5493,3150,334,514,8173940,885,1405
2020/6/18,26874,1722,11268,854,155,35552,18033,7391,17203,10991,104,19961,98489,56032,60244,572,20685,3141,955377,141,3542,899,262,104,792,128,9864,101491,2564,854,220628,84903,55083,197,1871,6063,2258,2280,985,10162,12494,712,4545,24105,48490,49219,4066,1664,131,1977,563,3759,7117,194805,4229,888,188604,12590,176,3203,11251,4668,1492,171,4688,10299,4078,1815,366946,41431,195051,24254,25341,19783,237828,626,17530,987,15877,4044,12257,1486,37533,2657,1104,1489,516,500,1778,4085,1378,572,8515,2120,1890,662,2223,337,159793,12732,201,333,8997,651,7177,49412,1507,1823,1020,17735,4482,8692,26079,160118,22597,1308,240908,27238,30701,37672,83174,22760,552549,639,696,683,141234,5369,12522,1249,41216,1561,1503,2696,80412,1813,244683,1924,8020,261,54562,31187,178,5221,509,3135,544,123,1128,182727,2163290,732,33986,43364,300541,849,5682,3386,335,555,8349950,902,1412,401,1722,11268,854,155,35552,18033,7391,17203,10991,104,19961,98489,56032,60244,572,20685,3141,955377,141,3542,899,262,104,792,128,9864,101491,2564,854,220628,84903,55083,197,1871,6063,2258,2280,985,10162,12494,712,4545,24105,48490,49219,4066,1664,131,1977,563,3759,7117,194805,4229,888,188604,12590,176,3203,11251,4668,1492,171,4688,10299,4078,1815,366946,41431,195051,24254,25341,19783,237828,626,17530,987,15877,4044,12257,1486,37533,2657,1104,1489,516,500,1778,4085,1378,572,8515,2120,1890,662,2223,337,159793,12732,201,333,8997,651,7177,49412,1507,1823,1020,17735,4482,8692,26079,160118,22597,1308,240908,27238,30701,37672,83174,22760,552549,639,696,683,141234,5369,12522,1249,41216,1561,1503,2696,80412,1813,244683,1924,8020,261,54562,31187,178,5221,509,3135,544,123,1128,182727,2163290,732,33986,43364,300541,849,5682,3386,335,555,8349950,902,1412
